review_id,review_text,aspect,sentiment
RVW_01574,"Secara kualitas oke, pengemasan juga bisa di terima dengan aman. Suka sama wanginya terutama pas vanillanya mulai keluar. Semoga kedepannya kualitas bisa lebih minimal sama asal jangan downgrade aja. Terimakasi",Aroma,positive
RVW_01575,Packacing aman walaupun tanpa wrapping tapi sudah dilabeli anti pecah. wanginyaa yang suka maniss cocok banget nyobain pake parfum ini,Packaging,positive
RVW_01575,Packacing aman walaupun tanpa wrapping tapi sudah dilabeli anti pecah. wanginyaa yang suka maniss cocok banget nyobain pake parfum ini,Aroma,positive
RVW_01576,finally my very first EOS EDP from HMNS. Dulu baru cobain vial aja dan suka banget sama wanginya! Akhirnya kesampean juga sekarang beli EDP 100ml. Tutupnya juga pakai magnet jadi aman banget. Dapet warranty card juga jadi bisa ke komplain ganti rugi kalau ada kerusakan. Good job HMNS! will definitely repurchase kebeneran dikasih voucher jugaa,Aroma,positive
RVW_01576,finally my very first EOS EDP from HMNS. Dulu baru cobain vial aja dan suka banget sama wanginya! Akhirnya kesampean juga sekarang beli EDP 100ml. Tutupnya juga pakai magnet jadi aman banget. Dapet warranty card juga jadi bisa ke komplain ganti rugi kalau ada kerusakan. Good job HMNS! will definitely repurchase kebeneran dikasih voucher jugaa,Packaging,positive
RVW_01577,wanginya enak banget. sangat manis hihi. suka banget. thank you seller 🥰,Aroma,positive
RVW_01578,"Packagingnya sangat rapih, pengiriman untuk luar jkt termasuk lumayan cepat sih menurut sy. Produknya udah pasti the best lah fragrance favoritku.",Packaging,positive
RVW_01579,"harumnya enak ringan ga terlalu berat juga, packaging bagus, botolnya keren, overall good👌",Aroma,positive
RVW_01579,"harumnya enak ringan ga terlalu berat juga, packaging bagus, botolnya keren, overall good👌",Packaging,positive
RVW_01580,"paket sampe dg selamat dan dipacking aman dan rapi, tidak ada mslh spt juice leaking, dll. produk sesuai deskripsi. terima kasih gan 😁👍",Packaging,positive
RVW_01581,"Paketnya tebal bungkusnya jadi aman,ini pembelian yg kdua karena wanginya suka sesuai review di yt",Packaging,positive
RVW_01581,"Paketnya tebal bungkusnya jadi aman,ini pembelian yg kdua karena wanginya suka sesuai review di yt",Aroma,positive
RVW_01582,"farhampton....alpha...orgsm....eos...udah dicoba semua,tinggal perfection👌👌👏👏👏",No Aspect,None
RVW_01583,"respon baik, packing aman. kemasan eksklusif. aroma sesuai dengan tester pack.",Packaging,positive
RVW_01583,"respon baik, packing aman. kemasan eksklusif. aroma sesuai dengan tester pack.",Aroma,positive
RVW_01584,"wanginya enak, cocok buat cowok ataupun cewek, lebih fresh, cocok untuk santai di indoor ataupun acara formal",Aroma,positive
RVW_01585,wooww baru kali inj dpt harga 280k eos. wanginya jujur lebih enak orgasm si menurutku lebih seger. kalau eos lebih ke dewasa. cuman enakk kooo sukaa,Value for Money,positive
RVW_01585,wooww baru kali inj dpt harga 280k eos. wanginya jujur lebih enak orgasm si menurutku lebih seger. kalau eos lebih ke dewasa. cuman enakk kooo sukaa,Aroma,positive
RVW_01586,"Packagingnya bagus. Boxnya kokoh cantik. Pengiriman dr jakarta ke sumsel cuma sekitar 3hari. Pesan hari minggu malam, hari rabu siang dah sampe. Buat wanginya enak. Menurutku cocok untuk dipake cewek maupun cowok. Sedikit manis, ada wangi floralnya tapi dipake cowok pun enak gak ketara kalo inituh wangi floral. Barusan dicoba semprot di tangan, setelah 2jaman lebih dipake untuk wudhu dan wanginya masih kecium. Kalo untuk di area leher, belakang telinga, dan dada wanginya sejauh ini bertahan sampai 6jaman. Mantap!",Packaging,positive
RVW_01586,"Packagingnya bagus. Boxnya kokoh cantik. Pengiriman dr jakarta ke sumsel cuma sekitar 3hari. Pesan hari minggu malam, hari rabu siang dah sampe. Buat wanginya enak. Menurutku cocok untuk dipake cewek maupun cowok. Sedikit manis, ada wangi floralnya tapi dipake cowok pun enak gak ketara kalo inituh wangi floral. Barusan dicoba semprot di tangan, setelah 2jaman lebih dipake untuk wudhu dan wanginya masih kecium. Kalo untuk di area leher, belakang telinga, dan dada wanginya sejauh ini bertahan sampai 6jaman. Mantap!",Aroma,positive
RVW_01586,"Packagingnya bagus. Boxnya kokoh cantik. Pengiriman dr jakarta ke sumsel cuma sekitar 3hari. Pesan hari minggu malam, hari rabu siang dah sampe. Buat wanginya enak. Menurutku cocok untuk dipake cewek maupun cowok. Sedikit manis, ada wangi floralnya tapi dipake cowok pun enak gak ketara kalo inituh wangi floral. Barusan dicoba semprot di tangan, setelah 2jaman lebih dipake untuk wudhu dan wanginya masih kecium. Kalo untuk di area leher, belakang telinga, dan dada wanginya sejauh ini bertahan sampai 6jaman. Mantap!",Longevity,positive
RVW_01587,"HMNS emang the best, packaging aman dan rapi, pengiriman lumayan cepet, dan barangnya mantap 👍",Packaging,positive
RVW_01588,udh order berkali2 di HMNS & sllu suka sm wangi EOs & BM nya DOS. syg aku sllu beli disini tp ga pernah dapatkan bonus nya🙏🥹🥹,Aroma,positive
RVW_01589,"Wanginya manis segar ceria cocok dengan nama essence of the ☀️ Botol dan tutupnya lux, dengan built-in magnet ✨ Pengiriman juga lancar, thank you seller!",Aroma,positive
RVW_01589,"Wanginya manis segar ceria cocok dengan nama essence of the ☀️ Botol dan tutupnya lux, dengan built-in magnet ✨ Pengiriman juga lancar, thank you seller!",Packaging,positive
RVW_01590,This one has such a unique and yet comforting scent. Kompleks bgt ada bbrp layer di scent ini. Pembukaannya fresh and bright karena bergamotnya trus penutupnya jadi spicy and earthy. Unique bgt dan bisa jadi signature scent.,Aroma,positive
RVW_01591,creamy dr wangi kelapa dan manis dari vanila. enak bgt wanginya & ga bikin enek. packagingnya jg mewah serasa beli hape 😊 minus hanya di tutup nya yg kurang kuat,Aroma,positive
RVW_01591,creamy dr wangi kelapa dan manis dari vanila. enak bgt wanginya & ga bikin enek. packagingnya jg mewah serasa beli hape 😊 minus hanya di tutup nya yg kurang kuat,Packaging,neutral
RVW_01592,"I've been using hmns since day one, and I can't stop loving it",No Aspect,None
RVW_01593,"sempet barang dateng dlm kondisi pecah isinya abis , untung saat chat ke hmns langsung di respon dan di ganti baru. kurang lebih 3 hari . thanks 🙏",No Aspect,None
RVW_01594,"pertama dtg bocor, tapi respon admin cepet dan tanggap bgt.. sehari langsung sampai lagi.. klo bisa kasih 10 bintang, ku kasih semua.. wanginya emg gak diragukan lagii.. suka bgt, manis tapi gak bikin eneg",Aroma,positive
RVW_01595,"Packing sangat aman, pengiriman cepat, so far produk aman, botol aman, spray aman. Sebelum beli full size, kemarin beli starter pack dulu dan ternyata sukanya sama EoS. Semoga makin lama makin enak wanginyaa",Packaging,positive
RVW_01595,"Packing sangat aman, pengiriman cepat, so far produk aman, botol aman, spray aman. Sebelum beli full size, kemarin beli starter pack dulu dan ternyata sukanya sama EoS. Semoga makin lama makin enak wanginyaa",Aroma,positive
RVW_01596,sempet kecewa soalnya barang yg diterima hanya botol kosong rusak padahal kemasan rapi (ga mau menuduh yah ksalahan dr tim packing atau dr ekspedisi ada yg nakal) cuma bayangin aja klo seandainya itu buat kado yah jd malu 🙄 jadi tlng tingkatkan lg qc nya. untung dikirim ulang jadi pelajaran harus aware sll video unboxing jg. kl buat produk aq suka wangi nya soalnya soft sama packing jg bagus,Aroma,positive
RVW_01596,sempet kecewa soalnya barang yg diterima hanya botol kosong rusak padahal kemasan rapi (ga mau menuduh yah ksalahan dr tim packing atau dr ekspedisi ada yg nakal) cuma bayangin aja klo seandainya itu buat kado yah jd malu 🙄 jadi tlng tingkatkan lg qc nya. untung dikirim ulang jadi pelajaran harus aware sll video unboxing jg. kl buat produk aq suka wangi nya soalnya soft sama packing jg bagus,Packaging,positive
RVW_01597,overall oke sesuai sama notes yg ada di deskripsi packaging + botol mantap,Aroma,positive
RVW_01597,overall oke sesuai sama notes yg ada di deskripsi packaging + botol mantap,Packaging,positive
RVW_01598,"barang sesuai deskripsi, cepat sampai, admin nya sangat responsif 👍",No Aspect,None
RVW_01599,"Mendarat dengan sempurna Dan udah dipake 3 hari Wanginya awet banget dan bikin fresh Baunya bukan yg type sweet fruity gitu Tapi ini yg paling enak menurutku drpd yg lain Btw semprotnya kebaju ya biar tahan lama, kalau ke kulit cepet ilangnya",Aroma,positive
RVW_01599,"Mendarat dengan sempurna Dan udah dipake 3 hari Wanginya awet banget dan bikin fresh Baunya bukan yg type sweet fruity gitu Tapi ini yg paling enak menurutku drpd yg lain Btw semprotnya kebaju ya biar tahan lama, kalau ke kulit cepet ilangnya",Longevity,positive
RVW_01600,"Packing Rapih, pengiriman cepat, Wanginya lembut gak nusuk dihidung, cocok buat aktivitas dalam ruangan",Packaging,positive
RVW_01600,"Packing Rapih, pengiriman cepat, Wanginya lembut gak nusuk dihidung, cocok buat aktivitas dalam ruangan",Aroma,positive
RVW_01601,"aku kasih bintang 5 krn paketnya nyampe cepet dan barang aman. untuk wanginya, dominan vanila (ga kenceng) dgn hint pepper. agak sdkt berbeda dr harapan (pengennya wangi floral kenceng tp agak manis fresh gitu)",Aroma,neutral
RVW_01602,"beli pas promo free 1 unpatched vial size + 1 random vial size. uda beberapa kali beli EoS, karna emang uda jadi signature scent. buat pindah tuh susah hehe",Value for Money,positive
RVW_01602,"beli pas promo free 1 unpatched vial size + 1 random vial size. uda beberapa kali beli EoS, karna emang uda jadi signature scent. buat pindah tuh susah hehe",Aroma,positive
RVW_01603,"diawali dengan membeli starter pack, akhirnya memutuskan untuk membeli varian ini karena memang lebih cocok dipake siang hari. paketnya tiba dengan aman dan semua lengkap serta berfungsi dengan baik. terima kasih, HMNS.",Aroma,positive
RVW_01604,"Respon cepat, komunikatif & barang berkualitas. Packing rapi, wangi enak & ada bonus yg bermanfaat 👍🏼",Packaging,positive
RVW_01604,"Respon cepat, komunikatif & barang berkualitas. Packing rapi, wangi enak & ada bonus yg bermanfaat 👍🏼",Aroma,positive
RVW_01605,"Purchase kedua aku di hmns! Pertama farhampton, skarang eos mw jadi anak sunshine 🤩 wanginya aku bgtt, soft manis tp gak giung. udh gitu dapet totebag jugaa LAFF MINNN 🥺⚘️",Aroma,positive
RVW_01606,"mantapp wanginyaa tidak terlalu menyengat, cocok untuk beraktifitas siang hari.. tutup botolnya ada magnet mantap ga takud tumpah",Aroma,positive
RVW_01606,"mantapp wanginyaa tidak terlalu menyengat, cocok untuk beraktifitas siang hari.. tutup botolnya ada magnet mantap ga takud tumpah",Packaging,positive
RVW_01607,"nyampe dengan selamat Alhamdulillah... cepet banget dong 2 hari nyampe, wish list dari tahun kemaren baru kesampaian wkwkw its ok... syukaa sama wangi nyaa manis seger tapi masiih kalem",Aroma,positive
RVW_01608,"Setelah sekian purnama, alhamdulillah kesampean juga beli hmns 😭✊ udah belinya nekat blind buy langsung full size pulak wkwkwk. Awalnya pas sniff dari botolnya kayak wanginya kok kembang banget ya, eh setelah di semprot barulah kecium ohhh ini toh wangi yang dibilang orang orang 😭💕 vanilla creamy yang vibesnya beda dari yang lain, i really love it a lot!, The more i smell it the more i like it and like everytime i wake up in the morning, i really looking forward to spray it",Aroma,positive
RVW_01609,"pesen jumat sore ke Kendari, hari senin siang udh nyampe. mantap. packaging oke, aman, rapi. semoga sesuai sama selera gw ya..",Packaging,positive
RVW_01610,"Paketnya sampai dengan selamat ketangan yg ultah, terima kasih ya Hmns",No Aspect,None
RVW_01611,"Wangi nya strong tp seger ga bikin enek, packing mantabs",Aroma,positive
RVW_01611,"Wangi nya strong tp seger ga bikin enek, packing mantabs",Packaging,positive
RVW_01612,wanginya manis enak. pas prtama semprot mirip parfum mantanku :',Aroma,positive
RVW_01613,Packingan rapi penjual ramah Pokonya recomendit lah,Packaging,positive
RVW_01614,"Untuk parfum harga segini mantap banget sih, wanginya enak & packagingnya juga bagus",Value for Money,positive
RVW_01614,"Untuk parfum harga segini mantap banget sih, wanginya enak & packagingnya juga bagus",Aroma,positive
RVW_01614,"Untuk parfum harga segini mantap banget sih, wanginya enak & packagingnya juga bagus",Packaging,positive
RVW_01615,"wanginya sweeet dan creamy banget.. aku kira ga bakal se creamy ini, ternyata notes vanilla nya lumayan kerasa. packaging oke banget dan rapi. pengiriman cepat. semoga makin sukses!!",Aroma,positive
RVW_01615,"wanginya sweeet dan creamy banget.. aku kira ga bakal se creamy ini, ternyata notes vanilla nya lumayan kerasa. packaging oke banget dan rapi. pengiriman cepat. semoga makin sukses!!",Packaging,positive
RVW_01616,pengiriman agak lama karena bertepatan dgn hari sabtu ahad tp ketika datang terbayarkan semua. enak bgt wanginya,Aroma,positive
RVW_01617,"Suka baunya, kayak body lotion vasel*ne :) + vanila",Aroma,positive
RVW_01618,Wanginya enak bangettt. terus juga packagingnya cantikk banget. Thank you hmns!,Aroma,positive
RVW_01618,Wanginya enak bangettt. terus juga packagingnya cantikk banget. Thank you hmns!,Packaging,positive
RVW_01619,"Awalnya kecewa karna pas nyampe tujuan, botol parfumnya terbuka & habis terserap boxnya. Trus ngajuin komplain & direspon dengan sangat baik. Barang dikirim lagi tanpa perlu mengembalikan yg udah diterima. Prosesnya cepat, barang mendarat lagi dengan selamat. Aromanya gausah ditanya lagi, mantull. Makasih hmns !",Aroma,positive
RVW_01620,fav bgt eoss💕💕 packing as always super amannn wanginyaaaa terbaikkk fav perfumeeee pokoke🤗 sehat dan sukses selaluuu hmns teamssss🙏🙏🙏,Packaging,positive
RVW_01620,fav bgt eoss💕💕 packing as always super amannn wanginyaaaa terbaikkk fav perfumeeee pokoke🤗 sehat dan sukses selaluuu hmns teamssss🙏🙏🙏,Aroma,positive
RVW_01621,"Pertama kali cobain hmns. Pacakgingnya mewah, sprayernya juga berfungsi. Untuk aromanya cenderung manis. Baru coba semprot sedikit baunya cukup strong.",Packaging,positive
RVW_01621,"Pertama kali cobain hmns. Pacakgingnya mewah, sprayernya juga berfungsi. Untuk aromanya cenderung manis. Baru coba semprot sedikit baunya cukup strong.",Aroma,positive
RVW_01621,"Pertama kali cobain hmns. Pacakgingnya mewah, sprayernya juga berfungsi. Untuk aromanya cenderung manis. Baru coba semprot sedikit baunya cukup strong.",Projection,positive
RVW_01622,"Recommended seller, admin nya ramah sekali. barang sampai dengan lancar, packing rapih dan aman",No Aspect,None
RVW_01623,"wanginya segeerr, manis, dan ga bikin pusing packagingnya bagus rapi dan aman banget.. terima kasih",Aroma,positive
RVW_01623,"wanginya segeerr, manis, dan ga bikin pusing packagingnya bagus rapi dan aman banget.. terima kasih",Packaging,positive
RVW_01624,Produk baik............ dan sesuai deskripsi.......... harga produk baik........ kualitas produk baik........... Proses dan pengiriman cepat...........,Value for Money,positive
RVW_01625,"Sdh beli ke 2x nya. Suka dg baunya tdk menyengat. Dpt FOC juga disinfectant spray 1, thanks.",Aroma,positive
RVW_01626,"Packaging nya serius banget, bener-bener kayak beli parfum luar, botolnya bagus, tutupnya pake magnet, very exclusive, wanginya unik, lumayan tahan lama dibandingkan merk lokal sejenis, admin ramah dan responsif. Memuaskan sekali, will definitely repurchase, mungkin varian lainnya. Thank you for excellent shopping experience!",Packaging,positive
RVW_01626,"Packaging nya serius banget, bener-bener kayak beli parfum luar, botolnya bagus, tutupnya pake magnet, very exclusive, wanginya unik, lumayan tahan lama dibandingkan merk lokal sejenis, admin ramah dan responsif. Memuaskan sekali, will definitely repurchase, mungkin varian lainnya. Thank you for excellent shopping experience!",Aroma,positive
RVW_01626,"Packaging nya serius banget, bener-bener kayak beli parfum luar, botolnya bagus, tutupnya pake magnet, very exclusive, wanginya unik, lumayan tahan lama dibandingkan merk lokal sejenis, admin ramah dan responsif. Memuaskan sekali, will definitely repurchase, mungkin varian lainnya. Thank you for excellent shopping experience!",Longevity,positive
RVW_01627,Packaging : Dikasih bubble wrap lebih oke kali ya Sisanya top notch,Packaging,neutral
RVW_01628,wanginya enak. tp entah kenapa kurang awet aja di saya.,Aroma,positive
RVW_01628,wanginya enak. tp entah kenapa kurang awet aja di saya.,Longevity,negative
RVW_01629,"Very happy with the smell! If you’re afraid buying the whole bottle, try the perfume out on the starter pack. Used the atomizer to bring it on my daily journeys. This is the one for me on HMNS’ perfume line. Very clean, a bit sweet, and works for daily occasions. Thank you seller!",Aroma,positive
RVW_01630,"baunya tuh warbiasaaaaa... for me, kesan pertama floral, lanjut dengan manis vanila & tonka bean + kombinasi floral + solar acordnya... daya tahan, 8jam-an... coba spray sore, besok pagi masih harum di spot yang di semprotkan (sampai sekitar 12-jam) awal semprot emang terasa gourmand banget, tapi ke 2 ke 3, dst nya jadi turun/malah jadi cocok di hidung... the best lah pokoknya, pengen coba semua produknya... diskon dong @HMNS Perfume 🤣🤣🤣",Aroma,positive
RVW_01630,"baunya tuh warbiasaaaaa... for me, kesan pertama floral, lanjut dengan manis vanila & tonka bean + kombinasi floral + solar acordnya... daya tahan, 8jam-an... coba spray sore, besok pagi masih harum di spot yang di semprotkan (sampai sekitar 12-jam) awal semprot emang terasa gourmand banget, tapi ke 2 ke 3, dst nya jadi turun/malah jadi cocok di hidung... the best lah pokoknya, pengen coba semua produknya... diskon dong @HMNS Perfume 🤣🤣🤣",Longevity,positive
RVW_01631,"pengiriman cepet banget, packaging super aman & mevvah thx hmns!",Packaging,positive
RVW_01632,"Bagus, packing mantep, pengiriman cepat, wanginya awet bener",Packaging,positive
RVW_01632,"Bagus, packing mantep, pengiriman cepat, wanginya awet bener",Aroma,positive
RVW_01632,"Bagus, packing mantep, pengiriman cepat, wanginya awet bener",Longevity,positive
RVW_01633,"aaak, seneng banget, udah bolakbalek order parfum lokal terbaik ini, love sekalii, makin ke sini designnya makin baguss, 🌞🌞🥰🥰🥰🥰🥰",Packaging,positive
RVW_01634,mantap2 beli parfum dapat ancang terimakasih hmns,No Aspect,None
RVW_01635,"nggak pernah nyesel langganan disini, fast respon",No Aspect,None
RVW_01636,packing rapi dan aman. wangi tahan lama di kulit.,Longevity,positive
RVW_01637,"Ini masuk top tier parfum yg aku pake daily, juga satu satunya parfum yg aku repurchase karena jatuh cinta sama wanginya! Awal sniff di sociolla langsung tertarik karena wanginya unik dan parfum lain gapunya ✨ Pengiriman cepat, packaging aman dan dapet bonus kalendar 🙌🏻",Aroma,positive
RVW_01638,aroma parfumnya soft & mantap dah 🤩,Aroma,positive
RVW_01639,Sampai dengan selamat dan cepat thankyouu,No Aspect,None
RVW_01640,My fave wanginya manis,Aroma,positive
RVW_01641,luvv banget! cepet jugaaa pengirimannyaa,No Aspect,None
RVW_01642,"Wangi nya enak bgtt, tipe yg ga bkin enek di pake siang/malem cocok😍🥰💞 my daily parfume",Aroma,positive
RVW_01643,thank you free sample orgsm nya ka 😍,No Aspect,None
RVW_01644,"Absolutely love the scent. It smells like sweet almond that feels warm, cozy, and slightly creamy.",Aroma,positive
RVW_01645,"Aman sampai tujuan, packing juga rapih",Packaging,positive
RVW_01646,MEVVAH!!! Bakal repeat order sih pasti,No Aspect,None
RVW_01647,ayo beli lokal 😁,No Aspect,None
RVW_01648,wangiiii bgt pengiriman juga ceepat,Aroma,positive
RVW_01649,Enak banget asli...,Aroma,positive
RVW_01650,"Sekali lagi, packaging keren. Untuk 1x semprot wanginya lumayan enak, 30 menit setelahnya lebih enak lagi. Tapi di kulitku ga tahan lama, kurang lebih cuma 3 jam udah ilang. Entah apa penyebabnya, karena ada testimoni lain katanya tahan 7 jam",Packaging,positive
RVW_01650,"Sekali lagi, packaging keren. Untuk 1x semprot wanginya lumayan enak, 30 menit setelahnya lebih enak lagi. Tapi di kulitku ga tahan lama, kurang lebih cuma 3 jam udah ilang. Entah apa penyebabnya, karena ada testimoni lain katanya tahan 7 jam",Aroma,positive
RVW_01650,"Sekali lagi, packaging keren. Untuk 1x semprot wanginya lumayan enak, 30 menit setelahnya lebih enak lagi. Tapi di kulitku ga tahan lama, kurang lebih cuma 3 jam udah ilang. Entah apa penyebabnya, karena ada testimoni lain katanya tahan 7 jam",Longevity,negative
RVW_01651,produk telah sampai dengan selamat & happy banget dikasi bonus mini parfume. Thankyou HMNS,No Aspect,None
RVW_01652,Wanginya soft dan enak. Apalagi kalo utk outdoor,Aroma,positive
RVW_01653,"parfumnya harum bgt dan ga terlalu nusuk di hidung, tapi saya kasih bintang 4 krn keterlambatan kurir yg walaupun bukan salah dari HMNS tapi tetep kecewa tapi untuk produk saya kasih BINTANG 5!",Aroma,positive
RVW_01654,"wangi manis dicampur wangi matahari enak deh pokoknya kalo tahan lama, aku rasa kurang buat aku sendiri yg sering beraktivitas",Aroma,positive
RVW_01654,"wangi manis dicampur wangi matahari enak deh pokoknya kalo tahan lama, aku rasa kurang buat aku sendiri yg sering beraktivitas",Longevity,negative
RVW_01655,Wanginya ternyata kurang cocok di aku. Tapi secara general wangi nya ok. Just a preference matter.,Aroma,neutral
RVW_01656,"Wanginya enak, rekomended buat yang suka manis, kalem",Aroma,positive
RVW_01657,"Pengiriman butuh beberapa hari tapi packaging super amaaaan. Ada kartu garansi, aaaa suka banget eos",Packaging,positive
RVW_01658,"pernah coba yang O, surprisingly lebih suka eos hehee vanila tapi ga vanila bgtt sukakk",Aroma,positive
RVW_01659,"Pembelian yang kedua, baunya vanilla smothh enakk bgtt",Aroma,positive
RVW_01660,"Sukak banget sama HMNS walau agak lama tapi penantian ga ngecewain sama skali, dapat bonus tempat kartu😍 terimakasih HMNS💖",No Aspect,None
RVW_01661,"Sukaaaaaaa.. terima kasih untuk kalendernya, dan 12 voucher setiap bulannya",No Aspect,None
RVW_01662,"barang sudah sampai tujuan, sesuai pesanan, good quality, sudah berlangganan sejak SMA, recommend seller, terimakasih🙏",No Aspect,None
RVW_01663,"kayaknya ada perubahan di semprotannya deh, makin smooth gitu pas di semprotin 👍🏻👍🏻👍🏻👍🏻",Packaging,positive
RVW_01664,"pengiriman cepat, wanginya enak, semoga tahan lama",Aroma,positive
RVW_01664,"pengiriman cepat, wanginya enak, semoga tahan lama",Longevity,neutral
RVW_01665,parfume nya wangi poll. tahan lama,Aroma,positive
RVW_01665,parfume nya wangi poll. tahan lama,Longevity,positive
RVW_01666,"wanginya lumayan, kemasanya bagus.",Aroma,positive
RVW_01666,"wanginya lumayan, kemasanya bagus.",Packaging,positive
RVW_01667,"keren sihh cepat pengiriman nyaa ,",No Aspect,None
RVW_01668,I’m just gonna have to get a hold you and get a hold of the doctor to get you in the morning to get your prescription and I will get you the prescription,No Aspect,None
RVW_01669,"pengiriman nya cepet , dan baru kali ini beli parfum hnms banyak bgt hadiah nya , terima kasih ka",No Aspect,None
RVW_01670,"Pengirimannya lamaaa dr adminnya, kalo untuk bau ini udah second order emang pol eos",Aroma,positive
RVW_01671,"Product quality: Botol nya Bagus, cocok sama baunya",Packaging,positive
RVW_01671,"Product quality: Botol nya Bagus, cocok sama baunya",Aroma,positive
RVW_01672,"Enak banget! Adik aku juga bilang enak😵‍💫, duh mantap bgt hmns, thanks😽💕",Aroma,positive
RVW_01673,"Thanks paketnya udah mendarat dgn baik, salah satu koleksi parfum terbaik versi sy😁",Aroma,positive
RVW_01674,Paket sudah sampai dengan aman. Sudah punya 9 varian Parfum dari HMNS. Terima kasih,No Aspect,None
RVW_01675,wangi ya awet apalagi di pake abis mandi di comby sama body butter beneran wanginya cantik 😍🥰🥰🥰🥰,Longevity,positive
RVW_01675,wangi ya awet apalagi di pake abis mandi di comby sama body butter beneran wanginya cantik 😍🥰🥰🥰🥰,Aroma,positive
RVW_01676,Kualitas produk baik..wangi menyegarkan dan lumayan tahan lama..,Aroma,positive
RVW_01676,Kualitas produk baik..wangi menyegarkan dan lumayan tahan lama..,Longevity,positive
RVW_01677,udh repeat order berkali kali hmns memang top untuk parfume,Aroma,positive
RVW_01678,"wanginya enak, kemasan bagus, manis tapi kalem, vanilanya berasa tapi kalem",Aroma,positive
RVW_01678,"wanginya enak, kemasan bagus, manis tapi kalem, vanilanya berasa tapi kalem",Packaging,positive
RVW_01679,"Pengiriman cepat packing rapih,seller ramah responsif",No Aspect,None
RVW_01680,"Wanginya ringan dan enak dihidung, saya suka pakai untuk ngantor sehari-hari, rekomen",Aroma,positive
RVW_01681,Wangi nya khas banget. EOS dan Unrossed the best. Kalau packing HMNS bagus bgt. Pengiriman juga ok,Aroma,positive
RVW_01681,Wangi nya khas banget. EOS dan Unrossed the best. Kalau packing HMNS bagus bgt. Pengiriman juga ok,Packaging,positive
RVW_01682,"Yang suka wangi manis tp soft,ini parfum cocok di CO",Aroma,positive
RVW_01683,"cocok banget ama harumnya, ga tau kenapa...udah pembelian yg kedua",Aroma,positive
RVW_01684,"Sukaaaa banget sama EOS, Alhamdulillah kesampaian beli full size nya hehe",No Aspect,None
RVW_01685,"Barang sudah sesuai, ini repeat order sudah pasti wangi nya nyaman",Aroma,positive
RVW_01686,Pengirman cepaaaattttt ...mantapppp kak Dpt bonus juga tks,No Aspect,None
RVW_01687,aku punya keduanyaa !! suka bgt deh definisi taman bunga,Aroma,positive
RVW_01688,"Wangi farhampton nya kaya ada melatinya gitu,pas disemprot ketangan lama2 enak wanginya. Kalo buat yang Eos blm di coba",Aroma,positive
RVW_01689,"sukaa bangeeet wanginyaa, whishlist parfum yg akhirnya kebelii jugaaa",Aroma,positive
RVW_01690,"Wanginya kalem tapi awet, bisa untuk cwk atau cwk. :D",Aroma,positive
RVW_01690,"Wanginya kalem tapi awet, bisa untuk cwk atau cwk. :D",Longevity,positive
RVW_01691,packing mewah. suka sama wangi ny. soft.. tapi belum dicoba ketahanan wangi ny berapa lama,Packaging,positive
RVW_01691,packing mewah. suka sama wangi ny. soft.. tapi belum dicoba ketahanan wangi ny berapa lama,Aroma,positive
RVW_01691,packing mewah. suka sama wangi ny. soft.. tapi belum dicoba ketahanan wangi ny berapa lama,Longevity,neutral
RVW_01692,"Pas nyoba nyium baunya di offline store, saya langsung kepincut sama EoS dan Unrosed ini, walaupun saya cowok. Beli dengan memanfaatkan diskon dan sedang ada bonus. Dikasih bonus totebag dan mist. Sesuka itu sama parfumnya, dan dikasih perlakuan yang sangat menghargai dan memperhatikan konsumen. Sangat tersentuh... ☺️☺️☺️",Aroma,positive
RVW_01692,"Pas nyoba nyium baunya di offline store, saya langsung kepincut sama EoS dan Unrosed ini, walaupun saya cowok. Beli dengan memanfaatkan diskon dan sedang ada bonus. Dikasih bonus totebag dan mist. Sesuka itu sama parfumnya, dan dikasih perlakuan yang sangat menghargai dan memperhatikan konsumen. Sangat tersentuh... ☺️☺️☺️",Value for Money,positive
RVW_01693,"Suka banget sama baunya 😍🥰 Kemarin checkout pake voucher diskon 100k trus masih dikasih bonus diffuser, thankyouu seller ❤🙏🏻",Aroma,positive
RVW_01693,"Suka banget sama baunya 😍🥰 Kemarin checkout pake voucher diskon 100k trus masih dikasih bonus diffuser, thankyouu seller ❤🙏🏻",Value for Money,positive
RVW_01694,"Yuhuuu makasih barangnya udah sampe, alhamdulillah istri suka ogut beliin EoS, alpha nya buat ogut hehe",No Aspect,None
RVW_01695,"akhirnya kebeli juga yg full size :3 dari awal suka bgt sama yg ini, meski sempat tergoyahkan sama varian lain, tp berujung beli yg ini juga 🥰",Aroma,positive
RVW_01696,"tahan lama di baju, outdor cocok. dikulit saya 6-7jam. enak wanginya. Puas",Longevity,positive
RVW_01696,"tahan lama di baju, outdor cocok. dikulit saya 6-7jam. enak wanginya. Puas",Aroma,positive
RVW_01697,"Sesuka itu sama EOS. Cocok dipake buat setiap hari ke kantor 👊🏻🤓 bau vanilla, manis yang ga nyegrak. Ok buat dipake panas-panasan menerjang ibu kota🫶🏻. Makasih mimin seneng bgt dapet free sample EON🥹",Aroma,positive
